readbytes_read_bytes_cumulative,writebytes_write_bytes_cumulative
0,12820480
0,12615680
0,11198464
0,10625977
0,10824559
0,10441537
0,9974043
0,10021458
0,10000566
0,10796811
0,11127470
0,11687857
0,11801815
0,11792577
0,11789806
0,11849487
0,11838686
0,11828387
0,11658502
0,12430600
0,12545451
0,12411841
0,12450703
0,12686327
0,12663397
0,12373426
0,12253961
0,11531452
0,11319522
0,11109569
0,11099253
0,10984887
0,10994739
0,10963314
0,10966498
0,10928195
0,10940028
0,10968683
0,10961740
0,11003261
0,10815027
0,10733671
0,10734160
0,11156264
0,11376068
0,11389644
0,11358568
0,11194499
0,11026927
0,10946238
0,10949300
0,11134928
0,11224389
0,11158401
0,11119019
0,10485711
0,10260883
0,9660137
0,9615112
0,9633961
0,9406799
0,9500839
0,9617372
0,11102896
0,11719106
0,11742245
0,11465790
0,17764323
0,22754713
0,22704560
0,22647862
0,17004427
0,11423352
0,11417695
0,11266809
0,11248017
0,11083787
0,10726834
0,10745036
0,10764246
0,11054290
0,11104243
0,11311415
0,11242903
0,11544789
0,11530121
0,11318204
0,10939825
0,10362705
0,10615198
0,10159540
0,10087525
0,9875143
0,9811786
0,9704243
0,9623236
0,9562194
0,9585610
0,9609065
0,9644611
0,9619868
0,9624289
0,9645479
0,9677810
0,9701921
0,9839076
0,9931313
0,10074850
0,10073775
0,10293477
0,10339470
0,10512159
0,10540324
0,10599932
0,10617223
0,10730287
0,10716344
0,10218539
0,10175803
0,10341670
0,10342771
0,10408920
0,10360310
0,10359394
0,10362919
0,10414359
0,10416950
0,10480388
0,10528796
0,10657163
0,10649789
0,10530639
0,10441623
0,9843544
0,9747703
0,10235905
0,10262025
0,10837391
0,10932170
0,10602067
0,11443530
0,10941663
0,10679749
0,10669141
0,10577898
0,10075105
0,10007639
0,9984759
0,9980062
0,9781596
0,9787211
0,9751698
0,9855884
0,9863865
0,10669117
0,10701227
0,10699859
0,10409060
0,10597117
0,10525437
0,10020433
0,9927006
0,9615999
0,9593465
0,9452848
0,9426203
0,9014368
0,8969993
0,9187458
0,9195093
0,9828335
0,9991212
0,9993181
0,10060608
0,10019777
0,10039838
0,9952174
0,9860674
0,9614654
0,9147193
0,9046450
0,9026714
0,8977582
0,8908017
0,8900560
0,8792735
0,8710019
0,8506270
0,8486227
0,8793979
0,8985492
0,9327278
0,9480186
0,9627721
0,9981774
0,10113245
0,10416301
0,10481216
0,10534624
0,10960267
0,10924086
0,10643107
0,10448063
0,9662950
0,9551569
0,9480695
0,9468488
0,9332602
0,9291034
0,9448394
0,9463832
0,9443234
0,9419573
0,9368290
0,9331291
0,9204347
0,9160950
0,9221101
0,9255364
0,9378756
0,9506944
0,9385408
0,9216812
0,8745366
0,7977015
0,7094051
0,6937528
0,5613091
0,4739517
0,5544592
0,6179496
0,7607037
0,8816009
0,8900645
0,8896658
0,8847211
0,8785830
0,8798930
0,8805646
0,8733281
0,8879839
0,8943525
0,8962026
0,9091779
0,9243639
0,9222628
0,9236126
0,9537114
0,9887867
0,9859127
0,9757905
0,9536246
0,9210954
0,9315166
0,9422262
0,9770123
0,9893545
0,9815616
0,9699740
0,9431642
0,9229519
0,9102476
0,8945853
0,8896256
0,8613816
0,8471339
0,8359843
0,8300776
0,8103415
0,8200377
0,8644878
0,8662823
0,9422069
0,9690799
0,9585195
0,9344314
0,8743202
0,7448680
0,7227179
0,7520755
0,7039560
0,7533243
0,7659177
0,7708046
0,8084998
0,8031607
0,8068365
0,8007488
0,8296013
0,8677546
0,8662186
0,8603447
0,8271037
0,8099326
0,8184440
0,8115215
0,8100712
0,8394862
0,8409064
0,8340316
0,8233616
0,8053172
0,8166261
0,8441809
0,8527507
0,9734907
0,9893594
0,9546991
0,9514226
0,8805122
0,8749455
0,8160195
0,8019277
0,6816408
0,5473848
0,5844230
0,6260176
0,6945448
0,7906860
0,7664055
0,7464438
0,7079893
0,6032008
0,6559720
0,7060234
0,7785293
0,8828578
0,8887867
0,8860807
0,8659199
0,8554962
0,8481770
0,8520460
0,8535881
0,8605324
0,8698870
0,8725356
0,8722089
0,9414520
0,9525733
0,9181364
0,8282376
0,8202058
0,8166533
0,8248549
0,8236934
0,7964072
0,7949265
0,7881819
0,7899125
0,7404531
0,6478833
0,6181542
0,6268104
0,5436410
0,5071609
0,4407719
0,4434097
0,5775505
0,5825471
0,5587447
0,5712816
0,5056609
0,4426375
0,4541999
0,4571126
0,4583277
0,4496283
0,4494234
0,4491533
0,4412513
0,4530645
0,4608570
0,4617790
0,4592342
0,4718026
0,4731992
0,4772496
0,4871109
0,4617403
0,4645012
0,5126710
0,5372038
0,6201106
0,6936814
0,7228603
0,7398002
0,7822407
0,8052840
0,7994653
0,8017535
0,7872951
0,7889987
0,8072653
0,8104781
0,8409566
0,8524070
0,8390349
0,8359516
0,7958519
0,7691482
0,7501546
0,7506044
0,7740874
0,7994537
0,8049322
0,8038074
0,8204981
0,8309014
0,8295576
0,8300643
0,8159108
0,8149777
0,8161410
0,8125350
0,8047373
0,8011701
0,6908617
0,6799022
0,6757213
0,6929260
0,8085012
0,8250880
0,8642146
0,8656796
0,8319917
0,8230090
0,8305760
0,8321634
0,8334436
0,8232594
0,8239125
0,8337075
0,8410925
0,9160334
0,9550924
0,9376216
0,9206492
0,9170078
0,9079112
0,9095139
0,8873882
0,8812724
0,8799718
0,8892458
0,8959712
0,9244292
0,9368809
0,9512941
0,9503372
0,9378938
0,9250131
0,8713998
0,8546873
0,7161909
0,7017176
0,6508354
0,6384945
0,6561276
0,6626231
0,7188011
0,7443889
0,8266422
0,8418403
0,8843294
0,8844425
0,8974732
0,9008642
0,8561095
0,8539607
0,8457564
0,8530865
0,8689516
0,9226303
0,9991637
0,11241644
0,11122216
0,11145932
0,10966553
0,10823711
0,10027815
0,9868014
0,9350439
0,14009957
