Time,disk sda,source,Minutes
2025-05-17 16:59:45,13,BASELINE,0.0
2025-05-17 17:00:00,13,BASELINE,0.25
2025-05-17 17:00:15,13,BASELINE,0.5
2025-05-17 17:00:30,13,BASELINE,0.75
2025-05-17 17:00:45,13,BASELINE,1.0
2025-05-17 17:01:00,12,BASELINE,1.25
2025-05-17 17:01:15,12,BASELINE,1.5
2025-05-17 17:01:30,12,BASELINE,1.75
2025-05-17 17:01:45,12,BASELINE,2.0
2025-05-17 17:02:00,13,BASELINE,2.25
2025-05-17 17:02:15,13,BASELINE,2.5
2025-05-17 17:02:30,13,BASELINE,2.75
2025-05-17 17:02:45,13,BASELINE,3.0
2025-05-17 17:03:00,13,BASELINE,3.25
2025-05-17 17:03:15,13,BASELINE,3.5
2025-05-17 17:03:30,13,BASELINE,3.75
2025-05-17 17:03:45,13,BASELINE,4.0
2025-05-17 17:04:00,13,BASELINE,4.25
2025-05-17 17:04:15,13,BASELINE,4.5
2025-05-17 17:04:30,13,BASELINE,4.75
2025-05-17 17:04:45,13,BASELINE,5.0
2025-05-17 17:05:00,13,BASELINE,5.25
2025-05-17 17:05:15,13,BASELINE,5.5
2025-05-17 17:05:30,12,BASELINE,5.75
2025-05-17 17:05:45,12,BASELINE,6.0
2025-05-17 17:06:00,12,BASELINE,6.25
2025-05-17 17:06:15,12,BASELINE,6.5
2025-05-17 17:06:30,13,BASELINE,6.75
2025-05-17 17:06:45,13,BASELINE,7.0
2025-05-17 17:07:00,13,BASELINE,7.25
2025-05-17 17:07:15,13,BASELINE,7.5
2025-05-17 17:07:30,13,BASELINE,7.75
2025-05-17 17:07:45,13,BASELINE,8.0
2025-05-17 17:08:00,13,BASELINE,8.25
2025-05-17 17:08:15,13,BASELINE,8.5
2025-05-17 17:08:30,13,BASELINE,8.75
2025-05-17 17:08:45,13,BASELINE,9.0
2025-05-17 17:09:00,13,BASELINE,9.25
2025-05-17 17:09:15,13,BASELINE,9.5
2025-05-17 17:09:30,13,BASELINE,9.75
2025-05-17 17:09:45,13,BASELINE,10.0
2025-05-17 17:10:00,13,BASELINE,10.25
2025-05-17 17:10:15,13,BASELINE,10.5
2025-05-17 17:10:30,13,BASELINE,10.75
2025-05-17 17:10:45,13,BASELINE,11.0
2025-05-17 17:11:00,13,BASELINE,11.25
2025-05-17 17:11:15,13,BASELINE,11.5
2025-05-17 17:11:30,13,BASELINE,11.75
2025-05-17 17:11:45,13,BASELINE,12.0
2025-05-17 17:12:00,13,BASELINE,12.25
2025-05-17 17:12:15,13,BASELINE,12.5
2025-05-17 17:12:30,13,BASELINE,12.75
2025-05-17 17:12:45,13,BASELINE,13.0
2025-05-17 17:13:00,13,BASELINE,13.25
2025-05-17 17:13:15,13,BASELINE,13.5
2025-05-17 17:13:30,13,BASELINE,13.75
2025-05-17 17:13:45,13,BASELINE,14.0
2025-05-17 17:14:00,13,BASELINE,14.25
2025-05-17 17:14:15,13,BASELINE,14.5
2025-05-17 17:14:30,13,BASELINE,14.75
2025-05-17 17:14:45,13,BASELINE,15.0
2025-05-17 17:15:00,13,BASELINE,15.25
2025-05-17 17:15:15,13,BASELINE,15.5
2025-05-17 17:15:30,13,BASELINE,15.75
2025-05-17 17:15:45,13,BASELINE,16.0
2025-05-17 17:16:00,13,BASELINE,16.25
2025-05-17 17:16:15,13,BASELINE,16.5
2025-05-17 17:16:30,12,BASELINE,16.75
2025-05-17 17:16:45,12,BASELINE,17.0
2025-05-17 17:17:00,12,BASELINE,17.25
2025-05-17 17:17:15,12,BASELINE,17.5
2025-05-17 17:17:30,12,BASELINE,17.75
2025-05-17 17:17:45,13,BASELINE,18.0
2025-05-17 17:18:00,13,BASELINE,18.25
2025-05-17 17:18:15,13,BASELINE,18.5
2025-05-17 17:18:30,13,BASELINE,18.75
2025-05-17 17:18:45,13,BASELINE,19.0
2025-05-17 17:19:00,13,BASELINE,19.25
2025-05-17 17:19:15,13,BASELINE,19.5
2025-05-17 17:19:30,13,BASELINE,19.75
2025-05-17 17:19:45,13,BASELINE,20.0
2025-05-17 17:20:00,13,BASELINE,20.25
2025-05-17 17:20:15,13,BASELINE,20.5
2025-05-17 17:20:30,13,BASELINE,20.75
2025-05-17 17:20:45,13,BASELINE,21.0
2025-05-17 17:21:00,12,BASELINE,21.25
2025-05-17 17:21:15,12,BASELINE,21.5
2025-05-17 17:21:30,12,BASELINE,21.75
2025-05-17 17:21:45,12,BASELINE,22.0
2025-05-17 17:22:00,12,BASELINE,22.25
2025-05-17 17:22:15,12,BASELINE,22.5
2025-05-17 17:22:30,13,BASELINE,22.75
2025-05-17 17:22:45,13,BASELINE,23.0
2025-05-17 17:23:00,13,BASELINE,23.25
2025-05-17 17:23:15,12,BASELINE,23.5
2025-05-17 17:23:30,12,BASELINE,23.75
2025-05-17 17:23:45,12,BASELINE,24.0
2025-05-17 17:24:00,12,BASELINE,24.25
2025-05-17 17:24:15,12,BASELINE,24.5
2025-05-17 17:24:30,13,BASELINE,24.75
2025-05-17 17:24:45,13,BASELINE,25.0
2025-05-17 17:25:00,13,BASELINE,25.25
2025-05-17 17:25:15,13,BASELINE,25.5
2025-05-17 17:25:30,13,BASELINE,25.75
2025-05-17 17:25:45,13,BASELINE,26.0
2025-05-17 17:26:00,13,BASELINE,26.25
2025-05-17 17:26:15,13,BASELINE,26.5
2025-05-17 17:26:30,13,BASELINE,26.75
2025-05-17 17:26:45,13,BASELINE,27.0
2025-05-17 17:27:00,13,BASELINE,27.25
2025-05-17 17:27:15,13,BASELINE,27.5
2025-05-17 17:27:30,13,BASELINE,27.75
2025-05-17 17:27:45,13,BASELINE,28.0
2025-05-17 17:28:00,13,BASELINE,28.25
2025-05-17 17:28:15,13,BASELINE,28.5
2025-05-17 17:28:30,13,BASELINE,28.75
2025-05-17 17:28:45,13,BASELINE,29.0
2025-05-17 17:29:00,13,BASELINE,29.25
2025-05-17 17:29:15,13,BASELINE,29.5
2025-05-17 17:29:30,13,BASELINE,29.75
2025-05-17 17:29:45,13,BASELINE,30.0
2025-05-17 17:30:00,13,BASELINE,30.25
2025-05-17 17:30:15,13,BASELINE,30.5
2025-05-17 17:30:30,13,BASELINE,30.75
2025-05-17 17:30:45,13,BASELINE,31.0
2025-05-17 17:31:00,13,BASELINE,31.25
2025-05-17 17:31:15,13,BASELINE,31.5
2025-05-17 17:31:30,13,BASELINE,31.75
2025-05-17 17:31:45,13,BASELINE,32.0
2025-05-17 17:32:00,13,BASELINE,32.25
2025-05-17 17:32:15,12,BASELINE,32.5
2025-05-17 17:32:30,12,BASELINE,32.75
2025-05-17 17:32:45,12,BASELINE,33.0
2025-05-17 17:33:00,12,BASELINE,33.25
2025-05-17 17:33:15,12,BASELINE,33.5
2025-05-17 17:33:30,13,BASELINE,33.75
2025-05-17 17:33:45,13,BASELINE,34.0
2025-05-17 17:34:00,13,BASELINE,34.25
2025-05-17 17:34:15,13,BASELINE,34.5
2025-05-17 17:34:30,13,BASELINE,34.75
2025-05-17 17:34:45,12,BASELINE,35.0
2025-05-17 17:35:00,12,BASELINE,35.25
2025-05-17 17:35:15,12,BASELINE,35.5
2025-05-17 17:35:30,12,BASELINE,35.75
2025-05-17 17:35:45,13,BASELINE,36.0
2025-05-17 17:36:00,13,BASELINE,36.25
2025-05-17 17:36:15,13,BASELINE,36.5
2025-05-17 17:36:30,13,BASELINE,36.75
2025-05-17 17:36:45,13,BASELINE,37.0
2025-05-17 17:37:00,13,BASELINE,37.25
2025-05-17 17:37:15,13,BASELINE,37.5
2025-05-17 17:37:30,13,BASELINE,37.75
2025-05-17 17:37:45,13,BASELINE,38.0
2025-05-17 17:38:00,13,BASELINE,38.25
2025-05-17 17:38:15,13,BASELINE,38.5
2025-05-17 17:38:30,13,BASELINE,38.75
2025-05-17 17:38:45,13,BASELINE,39.0
2025-05-17 17:39:00,13,BASELINE,39.25
2025-05-17 17:39:15,13,BASELINE,39.5
2025-05-17 17:39:30,13,BASELINE,39.75
2025-05-17 17:39:45,13,BASELINE,40.0
2025-05-17 17:40:00,13,BASELINE,40.25
2025-05-17 17:40:15,13,BASELINE,40.5
2025-05-17 17:40:30,13,BASELINE,40.75
2025-05-17 17:40:45,13,BASELINE,41.0
2025-05-17 17:41:00,13,BASELINE,41.25
2025-05-17 17:41:15,13,BASELINE,41.5
2025-05-17 17:41:30,13,BASELINE,41.75
2025-05-17 17:41:45,13,BASELINE,42.0
2025-05-17 17:42:00,13,BASELINE,42.25
2025-05-17 17:42:15,13,BASELINE,42.5
2025-05-17 17:42:30,13,BASELINE,42.75
2025-05-17 17:42:45,13,BASELINE,43.0
2025-05-17 17:43:00,13,BASELINE,43.25
2025-05-17 17:43:15,13,BASELINE,43.5
2025-05-17 17:43:30,13,BASELINE,43.75
2025-05-17 17:43:45,13,BASELINE,44.0
2025-05-17 17:44:00,13,BASELINE,44.25
2025-05-17 17:44:15,13,BASELINE,44.5
2025-05-17 17:44:30,13,BASELINE,44.75
2025-05-17 17:44:45,13,BASELINE,45.0
2025-05-17 17:45:00,13,BASELINE,45.25
2025-05-17 17:45:15,13,BASELINE,45.5
2025-05-17 17:45:30,13,BASELINE,45.75
2025-05-17 17:45:45,13,BASELINE,46.0
2025-05-17 17:46:00,13,BASELINE,46.25
2025-05-17 17:46:15,13,BASELINE,46.5
2025-05-17 17:46:30,13,BASELINE,46.75
2025-05-17 17:46:45,13,BASELINE,47.0
2025-05-17 17:47:00,13,BASELINE,47.25
2025-05-17 17:47:15,13,BASELINE,47.5
2025-05-17 17:47:30,13,BASELINE,47.75
2025-05-17 17:47:45,13,BASELINE,48.0
2025-05-17 17:48:00,13,BASELINE,48.25
2025-05-17 17:48:15,13,BASELINE,48.5
2025-05-17 17:48:30,12,BASELINE,48.75
2025-05-17 17:48:45,12,BASELINE,49.0
2025-05-17 17:49:00,12,BASELINE,49.25
2025-05-17 17:49:15,12,BASELINE,49.5
2025-05-17 17:49:30,13,BASELINE,49.75
2025-05-17 17:49:45,13,BASELINE,50.0
2025-05-17 17:50:00,13,BASELINE,50.25
2025-05-17 17:50:15,13,BASELINE,50.5
2025-05-17 17:50:30,13,BASELINE,50.75
2025-05-17 17:50:45,13,BASELINE,51.0
2025-05-17 17:51:00,13,BASELINE,51.25
2025-05-17 17:51:15,13,BASELINE,51.5
2025-05-17 17:51:30,13,BASELINE,51.75
2025-05-17 17:51:45,13,BASELINE,52.0
2025-05-17 17:52:00,12,BASELINE,52.25
2025-05-17 17:52:15,12,BASELINE,52.5
2025-05-17 17:52:30,12,BASELINE,52.75
2025-05-17 17:52:45,12,BASELINE,53.0
2025-05-17 17:53:00,13,BASELINE,53.25
2025-05-17 17:53:15,13,BASELINE,53.5
2025-05-17 17:53:30,13,BASELINE,53.75
2025-05-17 17:53:45,13,BASELINE,54.0
2025-05-17 17:54:00,13,BASELINE,54.25
2025-05-17 17:54:15,13,BASELINE,54.5
2025-05-17 17:54:30,13,BASELINE,54.75
2025-05-17 17:54:45,13,BASELINE,55.0
2025-05-17 17:55:00,13,BASELINE,55.25
2025-05-17 17:55:15,13,BASELINE,55.5
2025-05-17 17:55:30,12,BASELINE,55.75
2025-05-17 17:55:45,12,BASELINE,56.0
2025-05-17 17:56:00,12,BASELINE,56.25
2025-05-17 17:56:15,12,BASELINE,56.5
2025-05-17 17:56:30,12,BASELINE,56.75
2025-05-17 17:56:45,12,BASELINE,57.0
2025-05-17 17:57:00,12,BASELINE,57.25
2025-05-17 17:57:15,12,BASELINE,57.5
2025-05-17 17:57:30,12,BASELINE,57.75
2025-05-17 17:57:45,12,BASELINE,58.0
2025-05-17 17:58:00,12,BASELINE,58.25
2025-05-17 17:58:15,12,BASELINE,58.5
2025-05-17 17:58:30,12,BASELINE,58.75
2025-05-17 17:58:45,12,BASELINE,59.0
2025-05-17 17:59:00,12,BASELINE,59.25
2025-05-17 17:59:15,12,BASELINE,59.5
2025-05-17 17:59:30,12,BASELINE,59.75
2025-05-17 17:59:45,12,BASELINE,60.0
2025-05-17 18:00:00,13,BASELINE,60.25
2025-05-17 18:00:15,13,BASELINE,60.5
2025-05-17 18:00:30,13,BASELINE,60.75
2025-05-17 18:00:45,13,BASELINE,61.0
2025-05-17 18:01:00,12,BASELINE,61.25
2025-05-17 18:01:15,12,BASELINE,61.5
2025-05-17 18:01:30,12,BASELINE,61.75
2025-05-17 18:01:45,12,BASELINE,62.0
2025-05-17 18:02:00,12,BASELINE,62.25
2025-05-17 18:02:15,12,BASELINE,62.5
2025-05-17 18:02:30,12,BASELINE,62.75
2025-05-17 18:02:45,12,BASELINE,63.0
2025-05-17 18:03:00,12,BASELINE,63.25
2025-05-17 18:03:15,12,BASELINE,63.5
2025-05-17 18:03:30,12,BASELINE,63.75
2025-05-17 18:03:45,12,BASELINE,64.0
2025-05-17 18:04:00,12,BASELINE,64.25
2025-05-17 18:04:15,12,BASELINE,64.5
2025-05-17 18:04:30,13,BASELINE,64.75
2025-05-17 18:04:45,13,BASELINE,65.0
2025-05-17 18:05:00,13,BASELINE,65.25
2025-05-17 18:05:15,13,BASELINE,65.5
2025-05-17 18:05:30,13,BASELINE,65.75
2025-05-17 18:05:45,13,BASELINE,66.0
2025-05-17 18:06:00,13,BASELINE,66.25
2025-05-17 18:06:15,13,BASELINE,66.5
2025-05-17 18:06:30,13,BASELINE,66.75
2025-05-17 18:06:45,13,BASELINE,67.0
2025-05-17 18:07:00,13,BASELINE,67.25
2025-05-17 18:07:15,13,BASELINE,67.5
2025-05-17 18:07:30,13,BASELINE,67.75
2025-05-17 18:07:45,13,BASELINE,68.0
2025-05-17 18:08:00,13,BASELINE,68.25
2025-05-17 18:08:15,13,BASELINE,68.5
2025-05-17 18:08:30,13,BASELINE,68.75
2025-05-17 18:08:45,13,BASELINE,69.0
2025-05-17 18:09:00,13,BASELINE,69.25
2025-05-17 18:09:15,13,BASELINE,69.5
2025-05-17 18:09:30,11,BASELINE,69.75
2025-05-17 18:09:45,11,BASELINE,70.0
2025-05-17 18:10:00,11,BASELINE,70.25
2025-05-17 18:10:15,11,BASELINE,70.5
2025-05-17 18:10:30,12,BASELINE,70.75
2025-05-17 18:10:45,12,BASELINE,71.0
2025-05-17 18:11:00,12,BASELINE,71.25
2025-05-17 18:11:15,12,BASELINE,71.5
2025-05-17 18:11:30,12,BASELINE,71.75
2025-05-17 18:11:45,12,BASELINE,72.0
2025-05-17 18:12:00,12,BASELINE,72.25
2025-05-17 18:12:15,12,BASELINE,72.5
2025-05-17 18:12:30,13,BASELINE,72.75
2025-05-17 18:12:45,13,BASELINE,73.0
2025-05-17 18:13:00,13,BASELINE,73.25
2025-05-17 18:13:15,13,BASELINE,73.5
2025-05-17 18:13:30,13,BASELINE,73.75
2025-05-17 18:13:45,12,BASELINE,74.0
2025-05-17 18:14:00,12,BASELINE,74.25
2025-05-17 18:14:15,12,BASELINE,74.5
2025-05-17 18:14:30,12,BASELINE,74.75
2025-05-17 18:14:45,12,BASELINE,75.0
2025-05-17 18:15:00,12,BASELINE,75.25
2025-05-17 18:15:15,12,BASELINE,75.5
2025-05-17 18:15:30,12,BASELINE,75.75
2025-05-17 18:15:45,12,BASELINE,76.0
2025-05-17 18:16:00,12,BASELINE,76.25
2025-05-17 18:16:15,12,BASELINE,76.5
2025-05-17 18:16:30,12,BASELINE,76.75
2025-05-17 18:16:45,12,BASELINE,77.0
2025-05-17 18:17:00,13,BASELINE,77.25
2025-05-17 18:17:15,13,BASELINE,77.5
2025-05-17 18:17:30,13,BASELINE,77.75
2025-05-17 18:17:45,13,BASELINE,78.0
2025-05-17 18:18:00,13,BASELINE,78.25
2025-05-17 18:18:15,12,BASELINE,78.5
2025-05-17 18:18:30,12,BASELINE,78.75
2025-05-17 18:18:45,12,BASELINE,79.0
2025-05-17 18:19:00,12,BASELINE,79.25
2025-05-17 18:19:15,12,BASELINE,79.5
2025-05-17 18:19:30,13,BASELINE,79.75
2025-05-17 18:19:45,13,BASELINE,80.0
2025-05-17 18:20:00,13,BASELINE,80.25
2025-05-17 18:20:15,13,BASELINE,80.5
2025-05-17 18:20:30,12,BASELINE,80.75
2025-05-17 18:20:45,12,BASELINE,81.0
2025-05-17 18:21:00,12,BASELINE,81.25
2025-05-17 18:21:15,12,BASELINE,81.5
2025-05-17 18:21:30,12,BASELINE,81.75
2025-05-17 18:21:45,12,BASELINE,82.0
2025-05-17 18:22:00,12,BASELINE,82.25
2025-05-17 18:22:15,12,BASELINE,82.5
2025-05-17 18:22:30,12,BASELINE,82.75
2025-05-17 18:22:45,12,BASELINE,83.0
2025-05-17 18:23:00,12,BASELINE,83.25
2025-05-17 18:23:15,12,BASELINE,83.5
2025-05-17 18:23:30,12,BASELINE,83.75
2025-05-17 18:23:45,12,BASELINE,84.0
2025-05-17 18:24:00,12,BASELINE,84.25
2025-05-17 18:24:15,12,BASELINE,84.5
2025-05-17 18:24:30,12,BASELINE,84.75
2025-05-17 18:24:45,12,BASELINE,85.0
2025-05-17 18:25:00,12,BASELINE,85.25
2025-05-17 18:25:15,12,BASELINE,85.5
2025-05-17 18:25:30,12,BASELINE,85.75
2025-05-17 18:25:45,12,BASELINE,86.0
2025-05-17 18:26:00,12,BASELINE,86.25
2025-05-17 18:26:15,12,BASELINE,86.5
2025-05-17 18:26:30,12,BASELINE,86.75
2025-05-17 18:26:45,12,BASELINE,87.0
2025-05-17 18:27:00,12,BASELINE,87.25
2025-05-17 18:27:15,12,BASELINE,87.5
2025-05-17 18:27:30,12,BASELINE,87.75
2025-05-17 18:27:45,12,BASELINE,88.0
2025-05-17 18:28:00,12,BASELINE,88.25
2025-05-17 18:28:15,12,BASELINE,88.5
2025-05-17 18:28:30,12,BASELINE,88.75
2025-05-17 18:28:45,12,BASELINE,89.0
2025-05-17 18:29:00,12,BASELINE,89.25
2025-05-17 18:29:15,12,BASELINE,89.5
2025-05-17 18:29:30,13,BASELINE,89.75
2025-05-17 18:29:45,13,BASELINE,90.0
2025-05-17 18:30:00,13,BASELINE,90.25
2025-05-17 18:30:15,13,BASELINE,90.5
2025-05-17 18:30:30,13,BASELINE,90.75
2025-05-17 18:30:45,12,BASELINE,91.0
2025-05-17 18:31:00,12,BASELINE,91.25
2025-05-17 18:31:15,12,BASELINE,91.5
2025-05-17 18:31:30,12,BASELINE,91.75
2025-05-17 18:31:45,12,BASELINE,92.0
2025-05-17 18:32:00,13,BASELINE,92.25
2025-05-17 18:32:15,13,BASELINE,92.5
2025-05-17 18:32:30,13,BASELINE,92.75
2025-05-17 18:32:45,13,BASELINE,93.0
2025-05-17 18:33:00,13,BASELINE,93.25
2025-05-17 18:33:15,13,BASELINE,93.5
2025-05-17 18:33:30,13,BASELINE,93.75
2025-05-17 18:33:45,13,BASELINE,94.0
2025-05-17 18:34:00,13,BASELINE,94.25
2025-05-17 18:34:15,12,BASELINE,94.5
2025-05-17 18:34:30,12,BASELINE,94.75
2025-05-17 18:34:45,12,BASELINE,95.0
2025-05-17 18:35:00,12,BASELINE,95.25
2025-05-17 18:35:15,12,BASELINE,95.5
2025-05-17 18:35:30,12,BASELINE,95.75
2025-05-17 18:35:45,12,BASELINE,96.0
2025-05-17 18:36:00,12,BASELINE,96.25
2025-05-17 18:36:15,12,BASELINE,96.5
2025-05-17 18:36:30,12,BASELINE,96.75
2025-05-17 18:36:45,12,BASELINE,97.0
2025-05-17 18:37:00,12,BASELINE,97.25
2025-05-17 18:37:15,12,BASELINE,97.5
2025-05-17 18:37:30,12,BASELINE,97.75
2025-05-17 18:37:45,13,BASELINE,98.0
2025-05-17 18:38:00,13,BASELINE,98.25
2025-05-17 18:38:15,13,BASELINE,98.5
2025-05-17 18:38:30,13,BASELINE,98.75
2025-05-17 18:38:45,12,BASELINE,99.0
2025-05-17 18:39:00,12,BASELINE,99.25
2025-05-17 18:39:15,12,BASELINE,99.5
2025-05-17 18:39:30,12,BASELINE,99.75
2025-05-17 18:39:45,12,BASELINE,100.0
2025-05-17 18:40:00,12,BASELINE,100.25
2025-05-17 18:40:15,11,BASELINE,100.5
2025-05-17 18:40:30,11,BASELINE,100.75
2025-05-17 18:40:45,11,BASELINE,101.0
2025-05-17 18:41:00,12,BASELINE,101.25
2025-05-17 18:41:15,12,BASELINE,101.5
2025-05-17 18:41:30,12,BASELINE,101.75
2025-05-17 18:41:45,12,BASELINE,102.0
2025-05-17 18:42:00,13,BASELINE,102.25
2025-05-17 18:42:15,13,BASELINE,102.5
2025-05-17 18:42:30,13,BASELINE,102.75
2025-05-17 18:42:45,13,BASELINE,103.0
2025-05-17 18:43:00,13,BASELINE,103.25
2025-05-17 18:43:15,12,BASELINE,103.5
2025-05-17 18:43:30,12,BASELINE,103.75
2025-05-17 18:43:45,12,BASELINE,104.0
2025-05-17 18:44:00,12,BASELINE,104.25
2025-05-17 18:44:15,12,BASELINE,104.5
2025-05-17 18:44:30,12,BASELINE,104.75
2025-05-17 18:44:45,12,BASELINE,105.0
2025-05-17 18:45:00,12,BASELINE,105.25
2025-05-17 18:45:15,12,BASELINE,105.5
2025-05-17 18:45:30,13,BASELINE,105.75
2025-05-17 18:45:45,13,BASELINE,106.0
2025-05-17 18:46:00,13,BASELINE,106.25
2025-05-17 18:46:15,13,BASELINE,106.5
2025-05-17 18:46:30,13,BASELINE,106.75
2025-05-17 18:46:45,12,BASELINE,107.0
2025-05-17 18:47:00,12,BASELINE,107.25
2025-05-17 18:47:15,12,BASELINE,107.5
2025-05-17 18:47:30,12,BASELINE,107.75
2025-05-17 18:47:45,12,BASELINE,108.0
2025-05-17 18:48:00,12,BASELINE,108.25
2025-05-17 18:48:15,12,BASELINE,108.5
2025-05-17 18:48:30,12,BASELINE,108.75
2025-05-17 18:48:45,12,BASELINE,109.0
2025-05-17 18:49:00,12,BASELINE,109.25
2025-05-17 18:49:15,12,BASELINE,109.5
2025-05-17 18:49:30,12,BASELINE,109.75
2025-05-17 18:49:45,12,BASELINE,110.0
2025-05-17 18:50:00,12,BASELINE,110.25
2025-05-17 18:50:15,12,BASELINE,110.5
2025-05-17 18:50:30,12,BASELINE,110.75
2025-05-17 18:50:45,12,BASELINE,111.0
2025-05-17 18:51:00,12,BASELINE,111.25
2025-05-17 18:51:15,12,BASELINE,111.5
2025-05-17 18:51:30,12,BASELINE,111.75
2025-05-17 18:51:45,12,BASELINE,112.0
2025-05-17 18:52:00,12,BASELINE,112.25
2025-05-17 18:52:15,12,BASELINE,112.5
2025-05-17 18:52:30,12,BASELINE,112.75
2025-05-17 18:52:45,12,BASELINE,113.0
2025-05-17 18:53:00,12,BASELINE,113.25
2025-05-17 18:53:15,12,BASELINE,113.5
2025-05-17 18:53:30,12,BASELINE,113.75
2025-05-17 18:53:45,12,BASELINE,114.0
2025-05-17 18:54:00,13,BASELINE,114.25
2025-05-17 18:54:15,13,BASELINE,114.5
2025-05-17 18:54:30,13,BASELINE,114.75
2025-05-17 18:54:45,13,BASELINE,115.0
2025-05-17 18:55:00,13,BASELINE,115.25
2025-05-17 18:55:15,13,BASELINE,115.5
2025-05-17 18:55:30,13,BASELINE,115.75
2025-05-17 18:55:45,12,BASELINE,116.0
2025-05-17 18:56:00,12,BASELINE,116.25
2025-05-17 18:56:15,12,BASELINE,116.5
2025-05-17 18:56:30,12,BASELINE,116.75
2025-05-17 18:56:45,12,BASELINE,117.0
2025-05-17 18:57:00,13,BASELINE,117.25
2025-05-17 18:57:15,13,BASELINE,117.5
2025-05-17 18:57:30,13,BASELINE,117.75
2025-05-17 18:57:45,13,BASELINE,118.0
2025-05-17 18:58:00,13,BASELINE,118.25
2025-05-17 18:58:15,13,BASELINE,118.5
2025-05-17 18:58:30,12,BASELINE,118.75
2025-05-17 18:58:45,12,BASELINE,119.0
2025-05-17 18:59:00,12,BASELINE,119.25
2025-05-17 18:59:15,13,BASELINE,119.5
2025-05-17 18:59:30,13,BASELINE,119.75
2025-05-17 18:59:45,13,BASELINE,120.0
2025-05-17 19:00:00,13,BASELINE,120.25
2025-05-17 19:00:15,12,BASELINE,120.5
2025-05-17 19:00:30,12,BASELINE,120.75
